,attentive cat,img1,img2
116,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene670.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2070.jpg
117,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3554.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face552.jpg
118,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene350.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2014.jpg
119,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene728.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2800.jpg
120,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene478.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face3455.jpg
121,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face3117.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene2913.jpg
122,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face3314.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3371.jpg
123,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face1846.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3314.jpg
124,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face689.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene1004.jpg
125,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face3081.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene731.jpg
126,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face1434.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\outdoor\scene515.jpg
127,male,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face681.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene2813.jpg
