Marker,Timestamp
1.0,4793.959556077
1.0,4793.975902125
1.0,4793.992789345
1.0,4794.009295118
1.0,4794.026467512
1.0,4794.047076572
1.0,4794.059349235
1.0,4794.075985926
1.0,4794.092683517
1.0,4794.109016801
1.0,4794.12606083
1.0,4794.142407242
1.0,4794.159252889
1.0,4794.175875722
1.0,4794.192374932
1.0,4794.209022562
1.0,4794.226010432
1.0,4794.242310895
1.0,4794.259378993
1.0,4794.275797245
1.0,4794.292813559
1.0,4794.309098341
1.0,4794.325581505
1.0,4794.342403449
1.0,4794.358905211
1.0,4794.375641822
1.0,4794.392210684
1.0,4794.409138747
1.0,4794.425718549
1.0,4794.442095228
1.0,4794.459132693
1.0,4794.475556416
1.0,4794.492137676
1.0,4794.50878239
1.0,4794.52565867
1.0,4794.542086039
1.0,4794.55876649
1.0,4794.575656992
1.0,4794.591950891
1.0,4794.608559502
1.0,4794.625353731
1.0,4794.642175675
1.0,4794.65862456
1.0,4794.675437751
1.0,4794.691795468
1.0,4794.708622882
1.0,4794.725243163
1.0,4794.74191632
1.0,4794.758901637
1.0,4794.775114215
1.0,4794.791964968
1.0,4794.808645054
1.0,4794.825139888
1.0,4794.84198043
1.0,4794.858616026
1.0,4794.875088979
1.0,4794.891810274
1.0,4794.908783921
1.0,4794.925080738
1.0,4794.941763012
1.0,4794.958752705
1.0,4794.975239151
1.0,4794.991736173
1.0,4795.008674082
1.0,4795.025013201
1.0,4795.046152129
1.0,4795.058672405
1.0,4795.074856902
1.0,4795.091705832
1.0,4795.108459582
1.0,4795.124966085
1.0,4795.142099459
1.0,4795.158013734
1.0,4795.175280213
1.0,4795.191578489
1.0,4795.208633093
1.0,4795.224958354
1.0,4795.241341233
1.0,4795.258102641
1.0,4795.274864779
1.0,4795.291506575
1.0,4795.308095859
1.0,4795.324714316
1.0,4795.341326573
1.0,4795.358247343
1.0,4795.374621835
1.0,4795.391350787
1.0,4795.408184766
1.0,4795.425023484
1.0,4795.441256483
1.0,4795.457993094
1.0,4795.474949602
1.0,4795.491269028
1.0,4795.507973912
1.0,4795.524635765
1.0,4795.541086473
1.0,4795.558154206
1.0,4795.574626065
1.0,4795.591183257
1.0,4795.607895435
1.0,4795.624576251
1.0,4795.641108281
1.0,4795.657853279
1.0,4795.674531907
1.0,4795.691162763
1.0,4795.707643739
1.0,4795.724399312
1.0,4795.740908732
1.0,4795.757590278
1.0,4795.774253225
1.0,4795.790934041
1.0,4795.807647677
1.0,4795.824328128
1.0,4795.840965913
1.0,4795.857694866
1.0,4795.874409231
1.0,4795.891061967
1.0,4795.907531638
1.0,4795.924562539
1.0,4795.94098772
1.0,4795.957607271
1.0,4795.974077307
1.0,4795.9910061
1.0,4796.007446962
1.0,4796.024135436
1.0,4796.045146364
1.0,4796.057667005
1.0,4796.074319011
1.0,4796.09094695
1.0,4796.107449806
1.0,4796.124226166
1.0,4796.140721364
1.0,4796.157540026
1.0,4796.174182551
1.0,4796.190354285
1.0,4796.207429312
1.0,4796.224166652
1.0,4796.240918943
1.0,4796.257046917
1.0,4796.273977168
1.0,4796.290837403
1.0,4796.307695814
1.0,4796.324053166
1.0,4796.340549458
1.0,4796.357290809
1.0,4796.373893221
1.0,4796.390522618
1.0,4796.407079081
1.0,4796.423825173
1.0,4796.440528963
1.0,4796.457245517
1.0,4796.473932168
1.0,4796.490456539
1.0,4796.506994039
1.0,4796.523567642
1.0,4796.54033452
1.0,4796.556947872
1.0,4796.574299319
1.0,4796.590561127
1.0,4796.60688493
1.0,4796.623654361
1.0,4796.640457706
1.0,4796.656891275
1.0,4796.673468524
